,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,1245848187895775235,1245848187895775235,1585868329000.0,2020-04-02,I've worked in the voluntary sector for over 25 years and  I have never felt so under valued by the UK Government. You clearly have no understanding of how we are holding together civil society. 👇,en,[],107863212,KateLeeCEO,Kate Lee,https://twitter.com/KateLeeCEO/status/1245848187895775235,[],255,4,92,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I've worked in the voluntary sector for over 25 years and  I have never felt so under valued by the UK Government. You clearly have no understanding of how we are holding together civil society. 👇,0.05,0.817,0.133,0.5688,23:58:49
1,1245824874041479169,1245824874041479169,1585862770000.0,2020-04-02,The UK faces two grave threats:  1) Government failure to use data-driven mass-testing to relax the lockdown.  2) Government failure to obtain an extension to the Brexit trade talks by June 30.   Failure in either will be devastating.,en,[],746371177174679552,nickreeves9876,Nick Reeves #StandWithUkraine #FBRejoinEU #PATH,https://twitter.com/nickreeves9876/status/1245824874041479169,[],286,8,162,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",The UK faces two grave threats:  1) Government failure to use data-driven mass-testing to relax the lockdown.  2) Government failure to obtain an extension to the Brexit trade talks by June 30.   Failure in either will be devastating.,0.366,0.579,0.054,-0.9493,22:26:10
2,1245819194043781120,1245819194043781120,1585861416000.0,2020-04-02,"NEW:  Manufacturers, unions, medic have joined forces to tell Government to “unleash a national effort” to redeploy mothballed factories to making Personal Protective Equipment for key health workers in the UK..has been done for ventilators, not yet PPE  Coming up on #BBCNewsTen",en,['bbcnewsten'],22812734,faisalislam,Faisal Islam,https://twitter.com/faisalislam/status/1245819194043781120,[],930,42,444,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","NEW:  Manufacturers, unions, medic have joined forces to tell Government to “unleash a national effort” to redeploy mothballed factories to making Personal Protective Equipment for key health workers in the UK..has been done for ventilators, not yet PPE  Coming up on #BBCNewsTen",0.0,1.0,0.0,0.0,22:03:36
3,1245819132320329734,1245819129413632001,1585861402000.0,2020-04-02,"capacity in UK within weeks and even the newfangled lab could make a contribution before too long. 3) All of this has only been discussed and agreed this week, with the big meeting - involving @MattHancock - happening only last night. So why on earth didn't the government...",en,[],14157134,Peston,Robert Peston,https://twitter.com/Peston/status/1245819132320329734,[],226,6,33,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","capacity in UK within weeks and even the newfangled lab could make a contribution before too long. 3) All of this has only been discussed and agreed this week, with the big meeting - involving @MattHancock - happening only last night. So why on earth didn't the government...",0.0,0.957,0.043,0.2732,22:03:22
4,1245816928733671429,1245816928733671429,1585860876000.0,2020-04-02,"NEW: UK government is targeting 25,000 coronavirus tests per day by mid-April.",en,[],292558545,NorbertElekes,Norbert Elekes,https://twitter.com/NorbertElekes/status/1245816928733671429,[],381,10,128,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","NEW: UK government is targeting 25,000 coronavirus tests per day by mid-April.",0.0,1.0,0.0,0.0,21:54:36
5,1245815820086849563,1245815820086849563,1585860612000.0,2020-04-02,"""Britons Ignore Ban on Easter Holiday"": despite UK government warnings not to leave home, British people have flocked to holiday destinations, intent on enjoying a long weekend.  https://t.co/tCkMpGHEIs",en,[],364488011,RealTimeWWII,Second World War tweets from 1945,https://twitter.com/RealTimeWWII/status/1245815820086849563,[],446,15,190,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","""Britons Ignore Ban on Easter Holiday"": despite UK government warnings not to leave home, British people have flocked to holiday destinations, intent on enjoying a long weekend.  https://t.co/tCkMpGHEIs",0.157,0.539,0.304,0.577,21:50:12
6,1245813257199329280,1245813257199329280,1585860001000.0,2020-04-02,Boris Johnson enjoys highest rating as 1st time in a decade UK approves of its government  https://t.co/HBCR8zr9NA,en,[],1106193729235402753,BrexitBetrayed,🇬🇧 𝗕𝗕 🇬🇧,https://twitter.com/BrexitBetrayed/status/1245813257199329280,['https://www.express.co.uk/news/politics/1264105/boris-johnson-approval-rating-tory-government-popularity-yougov-coronavirus'],888,26,312,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Boris Johnson enjoys highest rating as 1st time in a decade UK approves of its government  https://t.co/HBCR8zr9NA,0.0,0.714,0.286,0.7184,21:40:01
7,1245812185781227526,1245812185781227526,1585859745000.0,2020-04-02,"Spoke to my Kiwi relatives tonight and they said ‘we feel incredibly sorry for you because from the way it looks over here, the UK government is handling this crisis badly to the point it looks like satire.’ Can’t argue with any of that.",en,[],215946866,poornabell,Poorna Bell,https://twitter.com/poornabell/status/1245812185781227526,[],408,18,52,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Spoke to my Kiwi relatives tonight and they said ‘we feel incredibly sorry for you because from the way it looks over here, the UK government is handling this crisis badly to the point it looks like satire.’ Can’t argue with any of that.",0.224,0.729,0.047,-0.858,21:35:45
8,1245802317045207040,1245800735259885568,1585857392000.0,2020-04-02,"@Haggis_UK Donna Kinnair is a voice of reason, compassion and intelligence. Something sorely lacking from many in the government currently. Thank you Donna!",en,[],875655391912185859,SRLondon16,Sara Rosenthal,https://twitter.com/SRLondon16/status/1245802317045207040,[],283,0,24,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","@Haggis_UK Donna Kinnair is a voice of reason, compassion and intelligence. Something sorely lacking from many in the government currently. Thank you Donna!",0.0,0.692,0.308,0.8356,20:56:32
9,1245801302401126400,1245801302401126400,1585857151000.0,2020-04-02,"WATCH - cometh the hour cometh the Tory lie; in January Hancock told Parliament we had a world leading test for Convid-19, that the NHS was ready and that the whole of the UK was well prepared...today we're facing reality and they want you to believe another set of their claims!  https://t.co/lhtel0V0wN",en,[],826382447885574144,brexit_sham,Brexitshambles,https://twitter.com/brexit_sham/status/1245801302401126400,[],3689,168,2813,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","WATCH - cometh the hour cometh the Tory lie; in January Hancock told Parliament we had a world leading test for Convid-19, that the NHS was ready and that the whole of the UK was well prepared...today we're facing reality and they want you to believe another set of their claims!  https://t.co/lhtel0V0wN",0.0,0.888,0.112,0.636,20:52:31
