,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,981654499902328833,981654499902328833,1522879645000.0,2018-04-04,"""Like it or not the European Parliament has a key role to play in the future of the UK"" – @AgataGostynska #viewsnight #newsnight  https://t.co/qvrfCA4d5W",en,"['viewsnight', 'newsnight']",20543416,BBCNewsnight,BBC Newsnight,https://twitter.com/BBCNewsnight/status/981654499902328833,[],383,45,228,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","""Like it or not the European Parliament has a key role to play in the future of the UK"" – @AgataGostynska #viewsnight #newsnight  https://t.co/qvrfCA4d5W",0.0,0.818,0.182,0.5994,23:07:25
1,981592982615883777,981554656961810433,1522864978000.0,2018-04-04,@UK_Resurgence @velvetmoulin75 @mally308 @BorisJohnson You claim to be a commentator for Tory Resurgence and Labour Lies? but find it acceptable for the Foreign Secretary to categorically mislead/lie on P.Down conclusions? These 28 Countries based their decisions on the Governments information about the identification of Novichok.,en,[],2617839079,yvonnea13,Yvonne Armstrong,https://twitter.com/yvonnea13/status/981592982615883777,[],139,2,8,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",@UK_Resurgence @velvetmoulin75 @mally308 @BorisJohnson You claim to be a commentator for Tory Resurgence and Labour Lies? but find it acceptable for the Foreign Secretary to categorically mislead/lie on P.Down conclusions? These 28 Countries based their decisions on the Governments information about the identification of Novichok.,0.039,0.892,0.069,0.3421,19:02:58
2,981559894233853957,981559894233853957,1522857089000.0,2018-04-04,"British people offended over an American joking about the UK, saying aspects of the UK (like the government) suck, is kind of the reason America is a thing. So take your “I’m offended!” tweets and throw them in the Thames. Or I’ll throw them in Boston harbor with your shitty tea.",en,[],21262114,Courtneyscoffs,Courtney Kirchoff,https://twitter.com/Courtneyscoffs/status/981559894233853957,[],257,15,41,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","British people offended over an American joking about the UK, saying aspects of the UK (like the government) suck, is kind of the reason America is a thing. So take your “I’m offended!” tweets and throw them in the Thames. Or I’ll throw them in Boston harbor with your shitty tea.",0.149,0.777,0.074,-0.6588,16:51:29
3,981558784228249603,981558784228249603,1522856825000.0,2018-04-04,Ignore this “no paths to stop Brexit” stuff.  The only way it could ever be stopped is politically anyway - it’s always been UK’s decision.  May is bluffing when she says rejection of “deal” in Parliament this year = leave with no deal.  Rejection of deal probably means no Brexit,en,[],45360352,SebDance,Seb Dance,https://twitter.com/SebDance/status/981558784228249603,[],2176,80,1131,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Ignore this “no paths to stop Brexit” stuff.  The only way it could ever be stopped is politically anyway - it’s always been UK’s decision.  May is bluffing when she says rejection of “deal” in Parliament this year = leave with no deal.  Rejection of deal probably means no Brexit,0.259,0.694,0.047,-0.8705,16:47:05
4,981534985403486208,981534985403486208,1522851151000.0,2018-04-04,"Serious questions need to be asked, not only of @BorisJohnson, @foreignoffice and the UK government, but of the senior @BBCNews editors and correspondents who have protected them from proper scrutiny.  https://t.co/tmhPt3dXHt",en,[],6531902,medialens,Media Lens,https://twitter.com/medialens/status/981534985403486208,['https://twitter.com/PeterStefanovi2/status/981533867155836929'],117,4,156,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Serious questions need to be asked, not only of @BorisJohnson, @foreignoffice and the UK government, but of the senior @BBCNews editors and correspondents who have protected them from proper scrutiny.  https://t.co/tmhPt3dXHt",0.034,0.853,0.113,0.5719,15:12:31
5,981403281967771648,981403281967771648,1522819750000.0,2018-04-04,"Sophie Walker on @GMB: ""We keep seeing care as an expense; care is a massive investment. It would grow our productivity, it would close our pay gap… it’s time for companies to start lobbying hard back at government to invest in care."" #genderpaygap",en,['genderpaygap'],3092283615,WEP_UK,Women's Equality Party,https://twitter.com/WEP_UK/status/981403281967771648,[],125,5,66,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Sophie Walker on @GMB: ""We keep seeing care as an expense; care is a massive investment. It would grow our productivity, it would close our pay gap… it’s time for companies to start lobbying hard back at government to invest in care."" #genderpaygap",0.081,0.73,0.189,0.8176,06:29:10
6,982384812999704576,982384812999704576,1523053765000.0,2018-04-06,"""Labour is absolutely infested, from top to bottom, with anti-semitism."" @DPJHodges doesn't pull his punches tonight on #SkyPapers. (Clip 1/4)  https://t.co/lIfE7IpOMt",en,['skypapers'],3011256515,uk_rants,UK Rants #Boris4Pope #Biden4FatherJack #Blair4Jail,https://twitter.com/uk_rants/status/982384812999704576,[],178,8,126,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","""Labour is absolutely infested, from top to bottom, with anti-semitism."" @DPJHodges doesn't pull his punches tonight on #SkyPapers. (Clip 1/4)  https://t.co/lIfE7IpOMt",0.0,0.906,0.094,0.2648,23:29:25
7,982326311476711425,982326311476711425,1523039818000.0,2018-04-06,"The British government is today obliged to admit that Sergei Skripal is thankfully getting better, only after the news was outed in the phone call between Viktoria and Yulia. Which UK establishment trolls all attempted to call fake. Denial of visa to Viktoria a disgrace.",en,[],27716419,CraigMurrayOrg,Craig Murray -,https://twitter.com/CraigMurrayOrg/status/982326311476711425,[],2009,111,1378,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","The British government is today obliged to admit that Sergei Skripal is thankfully getting better, only after the news was outed in the phone call between Viktoria and Yulia. Which UK establishment trolls all attempted to call fake. Denial of visa to Viktoria a disgrace.",0.117,0.743,0.139,0.0516,19:36:58
8,982315180888674306,982315180888674306,1523037164000.0,2018-04-06,I worked in the UK government on fisheries strategy &amp; this is the most accurate &amp; informative summary of EU-UK fisheries history I have seen. Basically everything you think you knew about the UK fishing industry is wrong. Please enjoy &amp; retweet!   https://t.co/ekkvBRZV6s,en,[],258846437,Mabeytweet,Nick Mabey,https://twitter.com/Mabeytweet/status/982315180888674306,['https://www.theguardian.com/commentisfree/2018/apr/06/ukip-british-fishing-westminster-brussels-brexit?CMP=Share_iOSApp_Other'],173,7,241,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",I worked in the UK government on fisheries strategy &amp; this is the most accurate &amp; informative summary of EU-UK fisheries history I have seen. Basically everything you think you knew about the UK fishing industry is wrong. Please enjoy &amp; retweet!   https://t.co/ekkvBRZV6s,0.063,0.818,0.118,0.4003,18:52:44
9,982305477613760514,982305477613760514,1523034850000.0,2018-04-06,Scottish &amp; Welsh artists speak up for the devolved Parliaments and against the UK government’s Brexit power grab.  https://t.co/6AhvoCgKpS,en,[],160952087,NicolaSturgeon,Nicola Sturgeon,https://twitter.com/NicolaSturgeon/status/982305477613760514,['https://twitter.com/bellacaledonia/status/982187857728028672'],374,19,183,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Scottish &amp; Welsh artists speak up for the devolved Parliaments and against the UK government’s Brexit power grab.  https://t.co/6AhvoCgKpS,0.0,1.0,0.0,0.0,18:14:10
