,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,1378856161101889549,1378856152419737600,1617579901000.0,2021-04-05,"On the bright side, at least all those poor sensitivity LFD tests that the UK government bought prematurely will not go to landfill unused. And I guess those who are involved in lucrative LFD and consultancy contracts will continue to benefit. Great stuff - backdoor Moonshot.",en,[],541647615,OutbreakJake,Jake Dunning,https://twitter.com/OutbreakJake/status/1378856161101889549,[],274,12,56,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","On the bright side, at least all those poor sensitivity LFD tests that the UK government bought prematurely will not go to landfill unused. And I guess those who are involved in lucrative LFD and consultancy contracts will continue to benefit. Great stuff - backdoor Moonshot.",0.056,0.762,0.181,0.7845,00:45:01
1,1378838697249021953,1378752035437350916,1617575737000.0,2021-04-04,"@ProjPM No offense but if your actions allow the media to portray protestors as terrorists which gives the UK government and police the excuse to clamp down on them it doesn't matter if you're an undercover cop or not, you're still doing their work.",en,[],1086668950191116288,DKruku,Dave Kruku @Kruku@mastodon.bida.im,https://twitter.com/DKruku/status/1378838697249021953,[],210,5,13,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","@ProjPM No offense but if your actions allow the media to portray protestors as terrorists which gives the UK government and police the excuse to clamp down on them it doesn't matter if you're an undercover cop or not, you're still doing their work.",0.133,0.766,0.102,-0.556,23:35:37
2,1378820236896518159,1378820236896518159,1617571336000.0,2021-04-04,"Boris Johnson should not be making major announcements when Parliament is not sitting!   This is not in keeping with the UK's democratic procedures!   This decline of democratic scrutiny needs to stop. Unless we are now a dictatorship, and who voted for that? 😡  @BylineTimes  https://t.co/POF8PFVik7",en,[],114505454,DawnButlerBrent,Dawn Butler MP✊🏾💙,https://twitter.com/DawnButlerBrent/status/1378820236896518159,[],1467,88,465,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Boris Johnson should not be making major announcements when Parliament is not sitting!   This is not in keeping with the UK's democratic procedures!   This decline of democratic scrutiny needs to stop. Unless we are now a dictatorship, and who voted for that? 😡  @BylineTimes  https://t.co/POF8PFVik7",0.058,0.942,0.0,-0.4184,22:22:16
3,1378807397825843202,1378807397825843202,1617568275000.0,2021-04-04,"Alan Johnson today talking about the ""hard-left cult"" running Labour from 2015-19. It speaks volumes about UK politics that a policy platform that would not look out of place with any European SocDem party is dismissed as hard left and the sensibles agree heartily.",en,[],3194072301,ScanlanWithAnA,Michael Scanlan,https://twitter.com/ScanlanWithAnA/status/1378807397825843202,[],327,27,72,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Alan Johnson today talking about the ""hard-left cult"" running Labour from 2015-19. It speaks volumes about UK politics that a policy platform that would not look out of place with any European SocDem party is dismissed as hard left and the sensibles agree heartily.",0.029,0.861,0.109,0.5859,21:31:15
4,1378797620005572610,1378797620005572610,1617565944000.0,2021-04-04,"Just checked out the mandatory quarantine list and goodness me the government couldn't even hide their bigotry.   PANAMA, SOUTH AFRICA, NIGERIA is on the list but not UK, USA, FRANCE, ITALY.   So is this about containing the virus or about who we can control?",en,[],55233930,FELISPEAKS,felicia 👽,https://twitter.com/FELISPEAKS/status/1378797620005572610,[],368,13,46,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Just checked out the mandatory quarantine list and goodness me the government couldn't even hide their bigotry.   PANAMA, SOUTH AFRICA, NIGERIA is on the list but not UK, USA, FRANCE, ITALY.   So is this about containing the virus or about who we can control?",0.0,0.903,0.097,0.3419,20:52:24
5,1378789691340754955,1378789691340754955,1617564053000.0,2021-04-04,"Vaccine passports are one of the most illiberal and authoritarian ideas ever floated by a UK government. It risks creating discrimination, a two tier society and a huge infringement of our human rights. #NoVaccinePassports is trending. Let’s keep it there. Please retweet this.  https://t.co/wegClm0Zww",en,['novaccinepassports'],20675681,JamesMelville,James Melville,https://twitter.com/JamesMelville/status/1378789691340754955,[],7823,479,4487,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Vaccine passports are one of the most illiberal and authoritarian ideas ever floated by a UK government. It risks creating discrimination, a two tier society and a huge infringement of our human rights. #NoVaccinePassports is trending. Let’s keep it there. Please retweet this.  https://t.co/wegClm0Zww",0.102,0.765,0.133,0.1531,20:20:53
6,1378783728202309632,1378783728202309632,1617562632000.0,2021-04-04,Here is the moment when Michael Gove said that any resident or person with a home abroad (even those with future plans) would be protected by the Withdrawal Agreement. We are holding the UK government to account until this is fixed. @BestForBritain @BremainInSpain @desdelamoncloa,en,[],1099333129159012352,SaveFOM,Save Freedom of Movement 🇪🇺 🇬🇧🇨🇭🇳🇴🇱🇮🇮🇸,https://twitter.com/SaveFOM/status/1378783728202309632,[],173,11,114,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Here is the moment when Michael Gove said that any resident or person with a home abroad (even those with future plans) would be protected by the Withdrawal Agreement. We are holding the UK government to account until this is fixed. @BestForBritain @BremainInSpain @desdelamoncloa,0.0,0.851,0.149,0.7351,19:57:12
7,1378777548713254917,1378777548713254917,1617561158000.0,2021-04-04,Nicola Sturgeon is acting as if her handling of Covid-19 has been better than the UK Government’s. She’s asking you to endorse her leadership. She’s using her imagined record to argue for leaving the UK during the recovery. Here’s a thread to read/share before we vote in May. 1/9,en,[],153817010,blairmcdougall,Blair McDougall,https://twitter.com/blairmcdougall/status/1378777548713254917,[],928,63,403,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Nicola Sturgeon is acting as if her handling of Covid-19 has been better than the UK Government’s. She’s asking you to endorse her leadership. She’s using her imagined record to argue for leaving the UK during the recovery. Here’s a thread to read/share before we vote in May. 1/9,0.045,0.858,0.097,0.4215,19:32:38
8,1378770346376110087,1378770346376110087,1617559441000.0,2021-04-04,10 deaths in the whole of the UK   That’s 1 per every 6.8 million  How can the Government justify keeping any further restrictions a second longer when the chances of dying WITH covid are now are 1 in 6.8 million,en,[],1230258987016343554,AidanJColl,AJ,https://twitter.com/AidanJColl/status/1378770346376110087,[],1621,91,566,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",10 deaths in the whole of the UK   That’s 1 per every 6.8 million  How can the Government justify keeping any further restrictions a second longer when the chances of dying WITH covid are now are 1 in 6.8 million,0.0,0.956,0.044,0.2023,19:04:01
9,1378769897338060801,1378769897338060801,1617559334000.0,2021-04-04,"Ban greyhound racing to end unnecessary deaths &amp; suffering of racing dogs  🆘️PETITION: The #UK Government must introduce legislation to abolish greyhound racing, via managed shutdown of activities  It needs 25000 more signatures to go to parliament ⤵️  https://t.co/Ka4IaBBE3P  https://t.co/ytRzajhnBc",en,['uk'],1186342057813729320,Ivy_MiddletonUK,°•° IⓋY °•°🌱🐽🐾🦋💚,https://twitter.com/Ivy_MiddletonUK/status/1378769897338060801,['https://petition.parliament.uk/petitions/554073?fbclid=IwAR36HfFOC4_v47fuYfo4f21zy_QZoSy6qwTrNdFPUmCP_erKuZ09PPFpOzU'],424,39,347,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")","Ban greyhound racing to end unnecessary deaths &amp; suffering of racing dogs  🆘️PETITION: The #UK Government must introduce legislation to abolish greyhound racing, via managed shutdown of activities  It needs 25000 more signatures to go to parliament ⤵️  https://t.co/Ka4IaBBE3P  https://t.co/ytRzajhnBc",0.138,0.862,0.0,-0.7717,19:02:14
