,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,link,urls,nlikes,nreplies,nretweets,search,new_tweet,neg,neu,pos,compound,time
0,455356273916411904,455356273916411904,1397400370000.0,2014-04-13,New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,en,"['banksy', 'uk', 'streetart']",713003123,GoogleStreetArt,Street Art,https://twitter.com/GoogleStreetArt/status/455356273916411904,[],325,14,522,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,0.0,1.0,0.0,0.0,15:46:10
1,455356273916411904,455356273916411904,1397400370000.0,2014-04-13,New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,en,"['banksy', 'uk', 'streetart']",713003123,GoogleStreetArt,Street Art,https://twitter.com/GoogleStreetArt/status/455356273916411904,[],325,14,522,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,0.0,1.0,0.0,0.0,15:46:10
2,455356273916411904,455356273916411904,1397400370000.0,2014-04-13,New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,en,"['banksy', 'uk', 'streetart']",713003123,GoogleStreetArt,Street Art,https://twitter.com/GoogleStreetArt/status/455356273916411904,[],325,14,522,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,0.0,1.0,0.0,0.0,15:46:10
3,455356273916411904,455356273916411904,1397400370000.0,2014-04-13,New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,en,"['banksy', 'uk', 'streetart']",713003123,GoogleStreetArt,Street Art,https://twitter.com/GoogleStreetArt/status/455356273916411904,[],325,14,522,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",New Street Art by #Banksy in Cheltenham #UK where the UK Government Secret Service (GCHQ) is located  #streetart  http://t.co/gB28Byeu63,0.0,1.0,0.0,0.0,15:46:10
4,469685055858954241,469685055858954241,1400816618000.0,2014-05-23,Losses for Tories &amp; Lib Dems but Labour &amp; UKIP gain council seats - UK #Vote2014 coverage  http://t.co/6BCfZPomc6 &amp;  http://t.co/hZoTTDnoP9,en,['vote2014'],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/469685055858954241,['http://bbc.co.uk/vote2014'],156,36,401,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Losses for Tories &amp; Lib Dems but Labour &amp; UKIP gain council seats - UK #Vote2014 coverage  http://t.co/6BCfZPomc6 &amp;  http://t.co/hZoTTDnoP9,0.076,0.736,0.188,0.5789,04:43:38
5,474125837034618880,474125837034618880,1401875383000.0,2014-06-04,UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,en,['queensspeech'],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/474125837034618880,['http://bbc.in/1pQOQJq'],164,25,210,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,0.0,0.833,0.167,0.296,10:49:43
6,474125837034618880,474125837034618880,1401875383000.0,2014-06-04,UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,en,['queensspeech'],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/474125837034618880,['http://bbc.in/1pQOQJq'],164,25,210,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,0.0,0.833,0.167,0.296,10:49:43
7,474125837034618880,474125837034618880,1401875383000.0,2014-06-04,UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,en,['queensspeech'],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/474125837034618880,['http://bbc.in/1pQOQJq'],164,25,210,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,0.0,0.833,0.167,0.296,10:49:43
8,474125837034618880,474125837034618880,1401875383000.0,2014-06-04,UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,en,['queensspeech'],5402612,BBCBreaking,BBC Breaking News,https://twitter.com/BBCBreaking/status/474125837034618880,['http://bbc.in/1pQOQJq'],164,25,210,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",UK Parliament prepares for #QueensSpeech - join our live coverage  http://t.co/7LqZXvsrbr  http://t.co/uGRkpKSLp8,0.0,0.833,0.167,0.296,10:49:43
9,475907315649228800,475907315649228800,1402300120000.0,2014-06-09,Sky Sources: President Obama's comments on Scottish independence followed a request from the UK government,en,[],87416722,SkyNewsBreak,Sky News Breaking,https://twitter.com/SkyNewsBreak/status/475907315649228800,[],143,90,706,"UK (Labour OR Conservative OR Parliament OR Government OR ""Lib OR dems"" OR ""liberal OR democrats"")",Sky Sources: President Obama's comments on Scottish independence followed a request from the UK government,0.0,1.0,0.0,0.0,08:48:40
